"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,domain,"Oxygen tolerance","INSDC genome accesion","BV-BRC genome accession","IMG genome accession"
,,,,,,,GCA_001435425,1423822.7,2700989130
,,,,,,,GCA_002706705,1423822.8,2814123226
24134,IWT246,"DSM 26942, JCM 18838, KCTC 21046",1,"Loigolactobacillus iwatensis",Bacteria,"facultative anaerobe",GCA_003950295,1267156.3,2881701018
24491,IG8,"DSM 29326, IAM 15450, JCM 23210, NCIMB 14280, CIP 109738, IAM 15540",1,"Loktanella atrilutea",Bacteria,"facultative anaerobe",GCA_900128995,366533.3,2695420928
140500,WDS2C18,"KCTC 52045, MCCC 1H00132",1,"Longibacter salinarum",Bacteria,"facultative anaerobe",GCA_002554795,1850348.3,2788499893
158749,R-43280,"LMG 26267, NCPPB 4481, CFCC 10822",1,"Lonsdalea britannica",Bacteria,"facultative anaerobe",GCA_002111595,1082704.3,2840548837
158750,R-44166,"LMG 26264, NCPPB 4490, CFCC 10824",1,"Lonsdalea iberica",Bacteria,"facultative anaerobe",GCA_002111585,1082703.3,2849723134
5251,1,"DSM 4561, ATCC 29281, CCUG 48867, CFBP 3617, CIP 105201, ICMP 1845, ICPB EQ 101, LMG 2724, NCPPB 1852, PDDCC 1845",1,"Lonsdalea quercina",Bacteria,"facultative anaerobe",GCA_000688655,1082705.14,2579778530
,,,,,,,GCA_900107885,71657.5,2597490349
166204,B210,"KCTC 42951, CGMCC 1.16770",1,"Lujinxingia litoralis",Bacteria,"facultative anaerobe",GCA_003260125,2211119.3,2882524911
159925,SEH01,"DSM 101859, KCTC 42950",1,"Lujinxingia sediminis",Bacteria,"facultative anaerobe",GCA_004005565,2480984.3,2887455215
12621,,"DSM 10546, ATCC 51526, CIP 104067, IFO 12422, JCM 9415, NBRC 12422, OUT 8086, CCUG 38731, IMSNU 21283, KCTC 9794, NCIMB 13388, NRIC 1092, VKM Ac-1951",1,"Luteococcus japonicus",Bacteria,"facultative anaerobe",GCA_003752415,33984.3,2781126037
24514,SMK-117,"DSM 28010, CCUG 55760, KCTC 22244",1,"Lutimaribacter saemankumensis",Bacteria,"facultative anaerobe",GCA_900100005,490829.3,2675903213
14423,,"DSM 19358, CCM 4811, CCUG 47200, CIP 108167, LMG 21712",1,"Macrococcus brunensis",Bacteria,"facultative anaerobe",GCA_004359615,198483.3,2898327042
133084,"KM 45013","DSM 101690, CCOS 969, CCUG 68920, CIP 111363",1,"Macrococcus canis",Bacteria,"facultative anaerobe",GCA_002119805,1855823.3,2757320859
166531,LBB-42,"VKM B-3270, KCTC 15749",1,"Magnetospirillum kuznetsovii",Bacteria,"facultative anaerobe",GCA_003284725,2053833.3,2838797410
14561,"K 21","DSM 20352, ATCC 29070, CCUG 15599, JCM 2426, BCRC 12926, CCM 3472, CIP 81.63, LMG 21025, NCTC 12102, NRRL B-14758",1,"Staphylococcus lentus",Bacteria,"facultative anaerobe",GCA_002902755,42858.16,2936644056
,,,,,,,GCA_900458735,42858.17,2936649657
14631,,"DSM 20345, ATCC 29062, BCRC 12927, CCM 3473, CCUG 15598, CNCTC 5683, JCM 2425, NCTC 12103, SC 116, CIP 81.62, MTCC 6154, NRRL B-14777",1,"Staphylococcus sciuri",Bacteria,"facultative anaerobe",GCA_001046995,147467.8,2627854141
,,,,,,,GCA_002901825,147467.21,2936677875
,,,,,,,GCA_900474615,147467.22,8110209358
14660,DD756,"CCUG 33636, DSM 15615, ATCC 51145, CIP 104850",1,"Staphylococcus vitulinus",Bacteria,"facultative anaerobe",GCA_002902265,71237.13,2917439556
14658,"B92/78, NT215","CCUG 33938, CIP 104364, CCM 4481, DSM 9930, ATCC 51698, PCM 2443",0,"Staphylococcus vitulinus",Bacteria,"facultative anaerobe",GCA_003970525,71237.20,8110348020
,,,,,,,GCA_014635645,71237.27,8109698440
,,,,,,,GCA_016725245,71237.39,8120324646
140470,MP23,"KCTC 42580, DSM 100250",1,"Mangrovibacter phragmitis",Bacteria,"facultative anaerobe",GCA_001655675,1691903.4,2791354903
5243,MSSRF40,"DSM 19579, LMG 24236",1,"Mangrovibacter plantisponsor",Bacteria,"facultative anaerobe",GCA_003182475,451513.3,2770939621
158538,M11-4,"MCCC 1K03312, JCM 32104",1,"Mangrovitalea sediminis",Bacteria,"facultative anaerobe",GCA_002514725,1982043.5,2788500092
166412,ZY170218,"CGMCC 1.13620, KCTC 15731",1,"Mannheimia pernigra",Bacteria,"facultative anaerobe",GCA_009828705,2679994.3,2887918653
166182,XSD2,"KCTC 62994, MCCC 1H00347",1,"Maribellus luteus",Bacteria,"facultative anaerobe",GCA_003576475,2305463.5,2887138616
167419,Y2-1-60,"MCCC 1K04285, KCTC 72884",1,"Maribellus sediminis",Bacteria,"facultative anaerobe",GCA_011799805,2696285.3,2886844279
23235,CL-SP27,"DSM 26892, JCM 13037, KCCM 42113, CIP 109545, CECT 7800",1,"Palleronia salina",Bacteria,"facultative anaerobe",GCA_900141995,313368.3,2619618996
140894,Z1,"ATCC BAA-2617, CICC 10859",1,"Marinagarivorans algicola",Bacteria,"facultative anaerobe",GCA_001292705,1513270.5,2788499911
159845,JC075,"KCTC 15646, MCCC 1K03477, JCM 32401, MCC 1K03477",1,"Marinifilum breve",Bacteria,"facultative anaerobe",GCA_003202155,2184082.3,2832567879
133508,JC2469,"IMSNU 14138, KCTC 22488, JCM 15579",1,"Marinifilum fragile",Bacteria,"facultative anaerobe",GCA_001310955,1236979.6,2728369664
166463,WTE16,"KCTC 62599, MCCC 1H00311",1,"Marinilabilia rubra",Bacteria,"facultative anaerobe",GCA_003121985,2162893.3,2832482636
2278,LT20,"DSM 16108, JCM 12337, CIP 108666",1,"Marinilactibacillus piezotolerans",Bacteria,"facultative anaerobe",GCA_900114235,258723.5,2636415975
2279,M13-2,"DSM 19582, IAM 14980, NBRC 100002, NCIMB 13873, JCM 21451, NRIC 0510, CIP 108048",1,"Marinilactibacillus psychrotolerans",Bacteria,"facultative anaerobe",GCA_900101525,191770.5,2619619009
140293,59.4M,"DSM 102940, JCM 31103",1,"Marinisporobacter balticus",Bacteria,"facultative anaerobe",GCA_004345705,2018667.3,2795385446
491,NKSG1,"DSM 21262",1,"Marinobacter santoriniensis",Bacteria,"facultative anaerobe",GCA_000347775,1288826.3,2545824694
170942,F01,"MCCC 1H00290, KCTC 52700",1,"Marinobacter vulgaris",Bacteria,"facultative anaerobe",GCA_007559285,1928331.4,8003366264
461,,"DSM 23545, KCTC 12756, LMG 23872, CCUG 54309, IMCC 1877",1,"Marinobacterium litorale",Bacteria,"facultative anaerobe",GCA_000428985,1122201.3,2522572179
140627,WM3,"CGMCC 1.15341, KCTC 42782",1,"Marinobacterium zhoushanense",Bacteria,"facultative anaerobe",GCA_014641945,1679163.3,2995595632
11325,45,"CCUG 52214, DSM 17472, CCTCC AB 204071, KCTC 12343, CIP 109189",1,"Massilia albidiflava",Bacteria,"facultative anaerobe",GCA_004322755,321983.3,2843757166
,,,,,,,GCA_014651415,321983.5,8068479634
166339,FT127W,"GDMCC 1.1690, KACC 21482",0,"Massilia aquatica",Bacteria,"facultative anaerobe",GCA_009857595,2660641.3,2920929050
11329,AP13,"CCUG 54941, DSM 18055, CCM 7363, CECT 7142, JCM 13879, CGMCC 1.10742, CIP 109392",1,"Massilia aurea",Bacteria,"facultative anaerobe",GCA_024753205,373040.7,8047647399
11328,16,"DSM 17513, CCTCC AB 204070, KCTC 12342, CCUG 52213, CIP 109188",1,"Massilia dura",Bacteria,"facultative anaerobe",GCA_009727155,321982.3,2995933029
,,,,,,,GCA_014651395,321982.4,8068501477
166330,DS3,"GDMCC 1.1636, KACC 21312",1,"Massilia guangdongensis",Bacteria,"facultative anaerobe",GCA_009857475,2692179.3,2920906855
11326,101,"DSM 17473, CCTCC AB 204073, KCTC 12345, CCUG 52216, CIP 109190",1,"Massilia lutea",Bacteria,"facultative anaerobe",GCA_004209755,321985.3,2843750665
11327,76,"DSM 17505, CCTCC AB 204072, KCTC 12344, CIP 109191",1,"Massilia plicata",Bacteria,"facultative anaerobe",GCA_004421005,321984.3,2847005498
,,,,,,,GCA_014651435,321984.4,8068496194
24801,P3M-2,"DSM 23840, JCM 17771, VKM B-2668",1,"Melioribacter roseus",Bacteria,"facultative anaerobe",GCA_000279145,1191523.3,2517093030
130322,,"DSM 29964, ATCC 35311, LMG 20360, NCDO 2443, CIP 104052, LMG 19520",1,"Melissococcus plutonius",Bacteria,"facultative anaerobe",GCA_000270185,940190.3,650716050
,,,,,,,GCA_014202715,33970.54,2861600701
1250,YKJ-10,"DSM 18226, CIP 107104, JCM 10885, KCCM 41040, BCRC 20126, CCM 7133, CGMCC 1.3651, KCTC 3839",1,"Mesobacillus jeotgali",Bacteria,"facultative anaerobe",GCA_002874535,129985.4,2908928733
1255,SF-1,"DSM 18680, JCM 14380, FERM P-15431",1,"Mesobacillus selenatarsenatis",Bacteria,"facultative anaerobe",GCA_000813125,1321606.5,2645727668
1243,4T19,"DSM 17723, CIP 109816, KACC 11279, JCM 16399",1,"Metabacillus niabensis",Bacteria,"facultative anaerobe",GCA_030813165,324854.15,2926518972
23347,DKE6,"DSM 24874, JCM 17596",1,"Metallibacterium scheffleri",Bacteria,"facultative anaerobe",GCA_002077135,993689.15,2988929297
,,,,,,,GCA_004798955,993689.18,8062449935
23100,301,"DSM 24635, JCM 17579, VKM B-2679",1,"Methylotenera versatilis",Bacteria,"facultative anaerobe",GCA_000093025,666681.3,646564551
7406,,"DSM 12509, IFO 15708, NBRC 15708, NRRL B-24220, CCUG 52344 A, CIP 105731, JCM 12413, LCDC 84-209, CCUG 52344, IAM 15210, LMG 22182, VKM Ac-2081",1,"Microbacterium hominis",Bacteria,"facultative anaerobe",GCA_001592125,1348634.3,2731957680
7446,DC-200,"DSM 19600, CIP 110032, LMG 24557, JCM 17023",1,"Microbacterium invictum",Bacteria,"facultative anaerobe",GCA_014197265,515415.3,2831315640
,,,,,,,GCA_023155715,515415.6,8049345198
7375,1,"DSM 20140, ATCC 15953, CCM 1929, NCIB 9659, NRRL B-24229, CCUG 53894, CIP 100934, JCM 9181, CECT 445, IAM 15186, IFO 14471, KCTC 9644, KCTC 9732, NBRC 14471, NCFB 2270, NCIMB 9659, VKM Ac-1138, VKM B-1215, IMET 10713, NCDO 2270",1,"Microbacterium laevaniformans",Bacteria,"facultative anaerobe",GCA_016907555,36807.11,2893586405
,,,,,,,GCA_027921785,36807.12,8118478355
7413,"P 369/106, P369/06","DSM 13468, LMG 19581, NRRL B-24227, JCM 11571, CIP 107138, IAM 15191, KCTC 19917, NBRC 103077, NCIMB 14330, VTT E-072687",1,"Microbacterium phyllosphaerae",Bacteria,"facultative anaerobe",GCA_017876435,124798.17,2918350604
133022,SZDIS-1-1,"DSM 103422, CGMCC 1.15228",1,"Microbacterium sorbitolivorans",Bacteria,"facultative anaerobe",GCA_003327285,1867410.3,2861984527
,,,,,,,GCA_014641475,1867410.4,8113148151
7426,S3-E,"DSM 16914, KCTC 19079, JCM 13591, CIP 108944, IAM 15299, LMG 23366, NCIMB 14334",1,"Microbacterium xylanilyticum",Bacteria,"facultative anaerobe",GCA_001313345,1302725.3,2734481942
466,,"DSM 19189, JCM 14709, JAMB A94",1,"Microbulbifer thermotolerans",Bacteria,"facultative anaerobe",GCA_900112305,252514.11,2599185213
10522,SGLY2,"DSM 15089, CIP 108159, LMG 18919, JCM 21462, IAM 14991",1,"Microvirgula aerodenitrificans",Bacteria,"facultative anaerobe",GCA_000620105,1122240.3,2556921007
5012,1400/07,"DSM 22759, LMG 25383",1,"Mixta calida",Bacteria,"facultative anaerobe",GCA_002095355,665913.3,2791355158
,,,,,,,GCA_002953215,665913.4,2791355150
5013,A18/07,"DSM 22758, LMG 25382",1,"Mixta gaviniae",Bacteria,"facultative anaerobe",GCA_002095455,665914.3,2791355167
,,,,,,,GCA_002953195,665914.6,2791355151
4983,2896-78,"DSM 5076, ATCC 35017, CCUG 51928, NCTC 12132, LMG 10145, JCM 5895, CDC 2896-78, CIP 103034",1,"Moellerella wisconsensis",Bacteria,"facultative anaerobe",GCA_001294465,1354267.4,2636415824
,,,,,,,GCA_900706815,158849.7,8117495258
4986,"M 11, 33 M","DSM 30164, ATCC 25830, IFO 3848, LMG 7874, NBRC 3848, NCIB 235, NCTC 235, WDCM 00112, CCUG 6328, JCM 1672, ATCC 8076H, BCRC 10706, CECT 173, CGMCC 1.6767, CIP 103763, CIP A231, KACC 13822, NBRC 105691, NCCB 73065, NCIMB 235",1,"Morganella morganii subsp. morganii",Bacteria,"facultative anaerobe",GCA_001598895,1223504.3,2675903361
,,,,,,,GCA_006094455,180434.13,8110278771
,,,,,,,GCA_019243775,582.587,8115618160
,,,,,,,GCA_900635025,582.221,8117947501
4989,u2/3,"CCUG 53682, LMG 23374, DSM 17886, CIP 109403, JCM 16473",1,"Morganella psychrotolerans",Bacteria,"facultative anaerobe",GCA_001676155,368603.8,2751185775
133346,YH6,"KCTC 42594, MCCC 1H00122",1,"Motilimonas eburnea",Bacteria,"facultative anaerobe",GCA_021295345,1737488.4,8061992373
133884,YC7004,"KACC 16571, NBRC 108856",1,"Mucilaginibacter jinjuensis",Bacteria,"facultative anaerobe",GCA_028596025,1176721.4,8056483840
166220,GCL-11,"MCCC 1A11649, KCTC 52432",1,"Flagellimonas amoyensis",Bacteria,"facultative anaerobe",GCA_003058265,2169401.3,2837485817
134341,SMK-108,"KCTC 22173, CCUG 55324",1,"Flagellimonas lutimaris",Bacteria,"facultative anaerobe",GCA_003581615,475082.4,2840458382
5619,B1,"DSM 13258, KCTC 12948, LMG 19739, CIP 107369, KCTC 62007",1,"Flagellimonas ruestringensis",Bacteria,"facultative anaerobe",GCA_000224085,886377.3,2505679007
8494,FA4,"DSM 44556, CIP 108203, JCM 14741",1,"Mycobacterium fluoranthenivorans",Bacteria,"facultative anaerobe",GCA_001313385,1303678.5,2734481944
,,,,,,,GCA_011758805,258505.4,2821251827
,,,,,,,GCA_025823075,258505.8,8115882959
8268,"W-1609, P-15, 14 021 0001","DSM 44160, ATCC 14470, JCM 6382, NCTC 10267, TMC 1324, CCUG 21801, CCUG 21811, CIP 104529, KCTC 9513",1,"Mycobacterium gordonae",Bacteria,"facultative anaerobe",GCA_002101675,1778.15,8111177690
,,,,,,,GCA_025821905,1778.119,8113899291
8485,2554/91,"DSM 44471, ATCC 51253, CIP 105424, JCM 14842",1,"Mycobacterium heidelbergense",Bacteria,"facultative anaerobe",GCA_002086215,53376.3,2865543863
,,,,,,,GCA_010730745,53376.9,8112685497
,,,,,,,GCA_025821945,53376.11,8114819467
8339,40,"DSM 43219, CECT 8763, SN 1900",1,"Mycobacterium lehmannii",Bacteria,"facultative anaerobe",GCA_002245535,2015070.3,8034335883
8486,938,"DSM 44476, ATCC 700351, CIP 104973, CCUG 37984, JCM 12375",1,"Mycobacterium mageritense",Bacteria,"facultative anaerobe",GCA_000612825,1209984.3,2617271075
,,,,,,,GCA_010727475,53462.6,8110398664
8246,2409,"DSM 43532, CECT 8766, SN 1904",1,"Mycobacterium neumannii",Bacteria,"facultative anaerobe",GCA_002245615,2015071.3,8025604416
8541,"T 11, T 3","DSM 45059, CIP 109275, NCIMB 14252, JCM 17783",1,"Mycobacterium stomatepiae",Bacteria,"facultative anaerobe",GCA_010731715,470076.10,2990133754
,,,,,,,GCA_025821785,470076.12,8113875198
134102,A39,"NCTC 11740, ATCC BAA-992",1,"Mycoplasma amphoriforme",Bacteria,"facultative anaerobe",GCA_000723365,572419.3,8116354055
8627,"N29, PG50","DSM 21131, NCTC 10133",1,"Mycoplasma leachii",Bacteria,"facultative anaerobe",GCA_000183365,880447.3,649633074
159549,LR5794,"DSM 106703, NCTC 14309, ATCC TSD-141",1,"Mycoplasma procyoni",Bacteria,"facultative anaerobe",GCA_017052595,568784.3,8003069527
11758,P709,"DSM 26409, CCM 7802, CCUG 28028, CIP 110147, Michel A/76",1,"Necropsobacter rosorum",Bacteria,"facultative anaerobe",GCA_000751835,908285.4,2617271265
10493,"CL 191/78, Vandamme R-24680, D 8251","DSM 21642, ATCC 29858, CDC D8251, LMG 23011, NCTC 12228, CIP 103440",1,"Neisseria animaloris",Bacteria,"facultative anaerobe",GCA_002108605,326522.3,8117170031
,,,,,,,GCA_900637855,326522.7,8117469694
158278,93087,"DSM 104677, LMG 30012",1,"Neisseria dumasiana",Bacteria,"facultative anaerobe",GCA_002108505,1931275.3,8017989735
,,,,,,,GCA_022870885,1931275.8,8046116395
10496,"871, WC 08-871","CCUG 59856, DSM 22246, CIP 109933",1,"Neisseria shayeganii",Bacteria,"facultative anaerobe",GCA_000226875,1032488.3,2513237270
10498,"9715, WC 05-9715","CCUG 59855, DSM 22247, CIP 109934",1,"Neisseria wadsworthii",Bacteria,"facultative anaerobe",GCA_000227765,1030841.3,2513237392
10494,"CL 194/78, Vandamme R-24681, CNPE12, D5986","DSM 21643, ATCC 29859, CDC D5986, LMG 23012, NCTC 12230, CIP 104144",1,"Neisseria zoodegmatis",Bacteria,"facultative anaerobe",GCA_002108575,326523.3,8117167530
,,,,,,,GCA_900187305,326523.5,2765235960
1214,"IDA 1115, R-16315","DSM 15601, CIP 108807, LMG 21833, JCM 21706, IAM 15255",1,"Neobacillus bataviensis",Bacteria,"facultative anaerobe",GCA_000307875,1117379.3,2537561923
132382,Ap-6,"DSM 101566, CCM 8651, CIP 110974",1,"Neobacillus cucumis",Bacteria,"facultative anaerobe",GCA_016908975,1740721.8,2901240655
1213,"IDA 1937, R-16337","DSM 15600, CIP 108808, LMG 21831, JCM 21707, IAM 15256, NBRC 102427",1,"Neobacillus drentensis",Bacteria,"facultative anaerobe",GCA_001591445,1314752.3,2731957651
1216,"IDA 3307, R-15439","DSM 15603, CIP 108805, LMG 21837, JCM 21709, IAM 15258, NBRC 102450",1,"Neobacillus novalis",Bacteria,"facultative anaerobe",GCA_001591805,1349756.3,2681812999
1217,"IDA 0086, R-16300, ISA0086","DSM 15604, CIP 108804, LMG 21838, JCM 21710, IAM 15259, KCTC 13572, NBRC 102451",1,"Neobacillus soli",Bacteria,"facultative anaerobe",GCA_001591665,1348630.3,2731957661
1215,"IDA 3632, R-15447","DSM 15602, CIP 108806, LMG 21834, JCM 21711, IAM 15260, KCTC 13573, NBRC 102452",1,"Neobacillus vireti",Bacteria,"facultative anaerobe",GCA_000508325,1131730.3,2558860475
,,,,,,,GCA_001026695,220686.9,2645728032
133788,LHW37,"KACC 15543, JCM 17730, BCRC 81037",1,"Neptunomonas concharum",Bacteria,"facultative anaerobe",GCA_006148955,1031538.3,8065619331
,,,,,,,GCA_008630635,1031538.4,2989281803
11282,,"DSM 18939, JCM 14595, JAMM 0745",1,"Neptunomonas japonica",Bacteria,"facultative anaerobe",GCA_000422765,1122599.8,2523533624
642,"Ford 26, 26, 726","DSM 11, ATCC 4513, CCM 2048, JCM 2504, LMG 13261, NCIB 9374, NCTC 2610, CCUG 7416, ATCC 9140, ATCC 24, BCRC 10605, CECT 10, CIP 52.75, HAMBI 1911, IAM 12462, IAM 14175, IFO 13626, KCTC 3347, LMG 6926, NBRC 13626, NCCB 75011, NCFB 1775, NCIMB 9374, NRRL B-378, NRRL B-380, VKM B-1242, VTT E-95570, NCDO 1775, NRRL NRS726",1,"Bacillus circulans",Bacteria,"facultative anaerobe",GCA_001591585,1348626.3,2731957657
,,,,,,,GCA_900445325,1397.16,2814123177
1209,Fo-92,"DSM 15077, ATCC BAA-519, CIP 108262",1,"Bacillus nealsonii",Bacteria,"facultative anaerobe",GCA_002835805,115979.4,2987149974
10423,E9I37-1,"DSM 16511, JCM 12458",1,"Nitratifractor salsuginis",Bacteria,"facultative anaerobe",GCA_000186245,749222.3,649633076
10424,MI55-1,"DSM 16512, JCM 12459",1,"Nitratiruptor tergarcus",Bacteria,"facultative anaerobe",GCA_027946175,1069081.13,8118737473
,,,,,,,GCA_900176045,1069081.3,2516493030
141100,ZV-19,"DSM 29817, NCAIM B.02612, NCAIM B 02612",1,"Nitrincola alkalilacustris",Bacteria,"facultative anaerobe",GCA_008973755,1571224.3,2890493618
141101,R4-8,"DSM 100788, NCAIM B.02626",1,"Nitrincola schmidtii",Bacteria,"facultative anaerobe",GCA_008973715,1730894.3,2890373862
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,"Niveibacterium umoris",Bacteria,"facultative anaerobe",GCA_014197015,1193620.3,2830054275
,,,,,,,GCA_017311475,1193620.4,8118266100
10770,MK703-102F1,"DSM 44638, CIP 107372, FERM P-16580, IFO 16497, JCM 10988, NBRC 16497, IFM 10175",1,"Nocardia vinacea",Bacteria,"facultative anaerobe",GCA_000308835,1206742.4,2551306192
11195,,"DSM 44380, CCRC 12529, CIP 106425, IFO 14201, JCM 3357, NBRC 14201, NRRL 12026, VKM Ac-942, BCRC 12529, CGMCC 4.1174, IFM 0242",1,"Nocardiopsis trehalosi",Bacteria,"facultative anaerobe",GCA_001552555,1348638.3,2731957590
140483,,"JCM 17723, DSM 25787, TSA 66",1,"Noviherbaspirillum autotrophicum",Bacteria,"facultative anaerobe",GCA_000818395,709839.3,2636415938
140482,,"JCM 17722, ATCC TSD-69, TSA 40, DSM 113107",1,"Noviherbaspirillum denitrificans",Bacteria,"facultative anaerobe",GCA_002211445,1968433.3,2802429631
24271,PB1,"DSM 26001, LMG 27282",1,"Noviherbaspirillum psychrotolerans",Bacteria,"facultative anaerobe",GCA_900182955,1224511.3,2706794918
14152,US6-1,"CCUG 56449, CIP 108548, DSM 17173, JCM 12182, KCTC 10454, NCIMB 14244",1,"Novosphingobium pentaromativorans",Bacteria,"facultative anaerobe",GCA_000235975,1088721.3,2806310700
14155,T3-B9,"DSM 17507, AS 1.3432, JCM 12465, CCUG 56308, BCRC 80740, CGMCC 1.3432, CIP 108789",1,"Novosphingobium taihuense",Bacteria,"facultative anaerobe",GCA_007830315,260085.3,2596583548
,,,,,,,GCA_014199635,260085.4,2828632817
4990,42,"DSM 2777, ATCC 12841, NCIB 8771, CCUG 2078, CIP 82.93, LMG 3054, NCIMB 8771",1,"Obesumbacterium proteus",Bacteria,"facultative anaerobe",GCA_001586165,82983.10,2687453374
,,,,,,,GCA_001655035,1354268.4,2802429663
133964,SA9,"JCM 17252, NCIMB 14684, DSM 107338, BCRC 80661",1,"Oceanobacillus polygoni",Bacteria,"facultative anaerobe",GCA_008304605,1235259.3,2894984523
,,,,,,,GCA_017874935,1235259.4,2913595076
1379,Y27,"DSM 23151, CIP 109918, JCM 15792, NBRC 105379, NCIMB 14542, NRRL B-59181, KCTC 13887",1,"Oceanobacillus sojae",Bacteria,"facultative anaerobe",GCA_007991515,582851.8,8067345362
6813,,"DSM 17330, JCM 13282, NRIC 0645, CIP 109430",1,"Oenococcus kitaharae",Bacteria,"facultative anaerobe",GCA_000241055,1045004.4,2597489884
,,,,,,,GCA_000428085,1045004.5,2524614648
2380,DFA-19,"DSM 43852, ATCC 35307, HMGB B 1078, IFO 14295, IMET 7687, JCM 7350, NBRC 14295, NRRL B-16223, CCUG 47127, CIP 107637, IAM 14864, JCM 21363, VKM Ac-1048, VTT E-072708",1,"Oerskovia enterophila",Bacteria,"facultative anaerobe",GCA_001692445,43678.6,2833465287
2382,377-78,"DSM 46000, CIP 100330, IMET 7006, CCUG 47142, JCM 9969, CCM 4094, IFO 15012, LMG 16191, NBRC 15012",1,"Oerskovia jenensis",Bacteria,"facultative anaerobe",GCA_016907235,162169.4,2892702859
2381,,"CCUG 47105, CIP 108256, DSM 14281, IMET 7003, JCM 11755, LMG 20385, NBRC 106154",1,"Oerskovia paurometabola",Bacteria,"facultative anaerobe",GCA_016907365,162170.3,2893546927
17917,,"DSM 22228, CCUG 57622, CN 3",1,"Orbus hercynius",Bacteria,"facultative anaerobe",GCA_003634275,593135.5,2770939645
6279,K22-20,"DSM 17687, JCM 12763, MTCC 6545, CGMCC 1.6491, CIP 109338",1,"Ornithinimicrobium kibberense",Bacteria,"facultative anaerobe",GCA_006519705,2590013.3,2891388395
133342,TPP412,"BCRC 80905, JCM 30814",1,"Oryzomicrobium terrae",Bacteria,"facultative anaerobe",GCA_008274805,1735038.8,2883351634
2979,K11,"DSM 14619, JCM 11629",1,"Ottowia thiooxydans",Bacteria,"facultative anaerobe",GCA_000422885,1122623.5,2523533611
133094,KUDC4121,"DSM 24950, KCTC 13870",1,"Paenibacillus aceris",Bacteria,"facultative anaerobe",GCA_017874035,869555.4,2913432798
140618,L14,"CGMCC 1.15420, JCM 31170",1,"Paenibacillus aceti",Bacteria,"facultative anaerobe",GCA_003614185,1820010.3,2882253857
,,,,,,,GCA_014642755,1820010.4,8113166968
158574,Q4-3,"CGMCC 1.16134, KCTC 33911, KCTC 43225, CIP 111608",1,"Paenibacillus albidus",Bacteria,"facultative anaerobe",GCA_014644435,2041023.3,2996625627
11459,1347,"DSM 5050, NRRL NRS-1347, JCM 9068, ATCC 51185, CIP 103122, IFO 15375, NBRC 15375, NCIMB 12517",1,"Paenibacillus alginolyticus",Bacteria,"facultative anaerobe",GCA_000422905,1122915.3,2524614879
11461,"IMAB B-3-4, 662, Lochhead 127","DSM 29, ATCC 6344, CCM 2051, IFO 3343, LMG 13253, NBRC 3343, NCIB 9371, NCTC 6352, CCUG 1815, ATCC 8240, NCTC 3324, NRS 662, JCM 20131, CECT 2, CIP 66.18, CN 2198, IAM 1258, LMG 6922, NCCB 48008, NCFB 1153, NCIMB 8198, NCIMB 9371, NRRL B-383, VKM B-502, NCDO 1153",1,"Paenibacillus alvei",Bacteria,"facultative anaerobe",GCA_000293805,1206781.3,2827179085
11575,MH21,"DSM 15890, ATCC BAA-844, CIP 109447, KCTC 13749",1,"Paenibacillus anaericanus",Bacteria,"facultative anaerobe",GCA_003994475,170367.3,2916373010
134087,20CM,"LMG 22078, CECT 5836, CIP 108571",1,"Paenibacillus antarcticus",Bacteria,"facultative anaerobe",GCA_001637225,253703.3,2744054795
11504,"P3 L-5","DSM 5976, ATCC 35681, LMG 14658, CIP 104586",1,"Paenibacillus azotofixans",Bacteria,"facultative anaerobe",GCA_000520635,1333534.3,2579778775
,,,,,,,GCA_000993825,1333534.5,2619619294
11585,BP-23,"DSM 15478, CECT 7022, CIP 108718",1,"Paenibacillus barcinonensis",Bacteria,"facultative anaerobe",GCA_003217495,198119.4,2770939580
11552,"KK19, KK19T","DSM 13188, CCUG 43137, KCTC 3805, CIP 107056",1,"Paenibacillus borealis",Bacteria,"facultative anaerobe",GCA_000758665,160799.4,2630968594
11545,B-142,"DSM 11731, IFO 15958, JCM 9905, NBRC 15958, NRRL B-142, HSCC 442, PCI 221, ATCC 9966, ATCC BAA-725, CCM 1084, CECT 375, CIP 105254, IAM 1112, IFO 3329, KCTC 3758, LMG 14457, NBRC 3329, NCIMB 8144",1,"Paenibacillus chibensis",Bacteria,"facultative anaerobe",GCA_004001045,59846.3,2925295060
11514,EAG-3,"DSM 11030, IFO 15660, NBRC 15660, JCM 12162, CCM 4527, CIP 104914, KCCM 41400, KCTC 3791, LMG 18047, NRRL B-23119, EAG 3",1,"Paenibacillus chitinolyticus",Bacteria,"facultative anaerobe",GCA_000739915,1220558.3,2600255075
,,,,,,,GCA_004117095,79263.3,2848028059
133429,CKOBP-6,"BCRC 17728, LMG 24216",1,"Paenibacillus contaminans",Bacteria,"facultative anaerobe",GCA_003285015,450362.3,2961978095
158760,LPB0068,"KACC 18694, JCM 31183",1,"Paenibacillus crassostreae",Bacteria,"facultative anaerobe",GCA_001637335,1763538.3,2744054636
