Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR4408028	WGS of infant gut metagenome: Estonian subject T000461 at age 682 days	Illumina HiSeq 2500	30137	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408028/SRR4408028.sra	SRR4408028.sra	SRR4408028_WGS_of_infant_gut_metagenome_Estonian_subject_T000461_at_age_682_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4408028/SRR4408028_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/008/SRR4408028/SRR4408028_1.fastq.gz	SRR4408028_1.fastq.gz	SRR4408028_WGS_of_infant_gut_metagenome_Estonian_subject_T000461_at_age_682_days_1.fastq.gz
SRR4408028	WGS of infant gut metagenome: Estonian subject T000461 at age 682 days	Illumina HiSeq 2500	30137	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408028/SRR4408028.sra	SRR4408028.sra	SRR4408028_WGS_of_infant_gut_metagenome_Estonian_subject_T000461_at_age_682_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4408028/SRR4408028_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/008/SRR4408028/SRR4408028_2.fastq.gz	SRR4408028_2.fastq.gz	SRR4408028_WGS_of_infant_gut_metagenome_Estonian_subject_T000461_at_age_682_days_2.fastq.gz
SRR4408042	WGS of infant gut metagenome: Estonian subject T000094 at age 407 days	Illumina HiSeq 2500	26518	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408042/SRR4408042.sra	SRR4408042.sra	SRR4408042_WGS_of_infant_gut_metagenome_Estonian_subject_T000094_at_age_407_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/002/SRR4408042/SRR4408042_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/002/SRR4408042/SRR4408042_1.fastq.gz	SRR4408042_1.fastq.gz	SRR4408042_WGS_of_infant_gut_metagenome_Estonian_subject_T000094_at_age_407_days_1.fastq.gz
SRR4408042	WGS of infant gut metagenome: Estonian subject T000094 at age 407 days	Illumina HiSeq 2500	26518	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408042/SRR4408042.sra	SRR4408042.sra	SRR4408042_WGS_of_infant_gut_metagenome_Estonian_subject_T000094_at_age_407_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/002/SRR4408042/SRR4408042_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/002/SRR4408042/SRR4408042_2.fastq.gz	SRR4408042_2.fastq.gz	SRR4408042_WGS_of_infant_gut_metagenome_Estonian_subject_T000094_at_age_407_days_2.fastq.gz
SRR4408154	WGS of infant gut metagenome: Estonian subject T012312 at age 861 days	Illumina HiSeq 2500	33063	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408154/SRR4408154.sra	SRR4408154.sra	SRR4408154_WGS_of_infant_gut_metagenome_Estonian_subject_T012312_at_age_861_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/004/SRR4408154/SRR4408154_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/004/SRR4408154/SRR4408154_1.fastq.gz	SRR4408154_1.fastq.gz	SRR4408154_WGS_of_infant_gut_metagenome_Estonian_subject_T012312_at_age_861_days_1.fastq.gz
SRR4408154	WGS of infant gut metagenome: Estonian subject T012312 at age 861 days	Illumina HiSeq 2500	33063	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408154/SRR4408154.sra	SRR4408154.sra	SRR4408154_WGS_of_infant_gut_metagenome_Estonian_subject_T012312_at_age_861_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/004/SRR4408154/SRR4408154_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/004/SRR4408154/SRR4408154_2.fastq.gz	SRR4408154_2.fastq.gz	SRR4408154_WGS_of_infant_gut_metagenome_Estonian_subject_T012312_at_age_861_days_2.fastq.gz
SRR4408220	WGS of infant gut metagenome: Estonian subject T012138 at age 863 days	Illumina HiSeq 2500	33147	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408220/SRR4408220.sra	SRR4408220.sra	SRR4408220_WGS_of_infant_gut_metagenome_Estonian_subject_T012138_at_age_863_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/000/SRR4408220/SRR4408220_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/000/SRR4408220/SRR4408220_1.fastq.gz	SRR4408220_1.fastq.gz	SRR4408220_WGS_of_infant_gut_metagenome_Estonian_subject_T012138_at_age_863_days_1.fastq.gz
SRR4408220	WGS of infant gut metagenome: Estonian subject T012138 at age 863 days	Illumina HiSeq 2500	33147	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408220/SRR4408220.sra	SRR4408220.sra	SRR4408220_WGS_of_infant_gut_metagenome_Estonian_subject_T012138_at_age_863_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/000/SRR4408220/SRR4408220_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/000/SRR4408220/SRR4408220_2.fastq.gz	SRR4408220_2.fastq.gz	SRR4408220_WGS_of_infant_gut_metagenome_Estonian_subject_T012138_at_age_863_days_2.fastq.gz
SRR4408095	WGS of infant gut metagenome: Estonian subject T012312 at age 120 days	Illumina HiSeq 2500	31633	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408095/SRR4408095.sra	SRR4408095.sra	SRR4408095_WGS_of_infant_gut_metagenome_Estonian_subject_T012312_at_age_120_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4408095/SRR4408095_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/005/SRR4408095/SRR4408095_1.fastq.gz	SRR4408095_1.fastq.gz	SRR4408095_WGS_of_infant_gut_metagenome_Estonian_subject_T012312_at_age_120_days_1.fastq.gz
SRR4408095	WGS of infant gut metagenome: Estonian subject T012312 at age 120 days	Illumina HiSeq 2500	31633	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408095/SRR4408095.sra	SRR4408095.sra	SRR4408095_WGS_of_infant_gut_metagenome_Estonian_subject_T012312_at_age_120_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4408095/SRR4408095_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/005/SRR4408095/SRR4408095_2.fastq.gz	SRR4408095_2.fastq.gz	SRR4408095_WGS_of_infant_gut_metagenome_Estonian_subject_T012312_at_age_120_days_2.fastq.gz
SRR4408235	WGS of infant gut metagenome: Estonian subject T012389 at age 130 days	Illumina HiSeq 2500	7325	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408235/SRR4408235.sra	SRR4408235.sra	SRR4408235_WGS_of_infant_gut_metagenome_Estonian_subject_T012389_at_age_130_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4408235/SRR4408235_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/005/SRR4408235/SRR4408235_1.fastq.gz	SRR4408235_1.fastq.gz	SRR4408235_WGS_of_infant_gut_metagenome_Estonian_subject_T012389_at_age_130_days_1.fastq.gz
SRR4408235	WGS of infant gut metagenome: Estonian subject T012389 at age 130 days	Illumina HiSeq 2500	7325	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408235/SRR4408235.sra	SRR4408235.sra	SRR4408235_WGS_of_infant_gut_metagenome_Estonian_subject_T012389_at_age_130_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4408235/SRR4408235_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/005/SRR4408235/SRR4408235_2.fastq.gz	SRR4408235_2.fastq.gz	SRR4408235_WGS_of_infant_gut_metagenome_Estonian_subject_T012389_at_age_130_days_2.fastq.gz
SRR4408048	WGS of infant gut metagenome: Estonian subject T003355 at age 150 days	Illumina HiSeq 2500	13257	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408048/SRR4408048.sra	SRR4408048.sra	SRR4408048_WGS_of_infant_gut_metagenome_Estonian_subject_T003355_at_age_150_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4408048/SRR4408048_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/008/SRR4408048/SRR4408048_1.fastq.gz	SRR4408048_1.fastq.gz	SRR4408048_WGS_of_infant_gut_metagenome_Estonian_subject_T003355_at_age_150_days_1.fastq.gz
SRR4408048	WGS of infant gut metagenome: Estonian subject T003355 at age 150 days	Illumina HiSeq 2500	13257	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408048/SRR4408048.sra	SRR4408048.sra	SRR4408048_WGS_of_infant_gut_metagenome_Estonian_subject_T003355_at_age_150_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4408048/SRR4408048_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/008/SRR4408048/SRR4408048_2.fastq.gz	SRR4408048_2.fastq.gz	SRR4408048_WGS_of_infant_gut_metagenome_Estonian_subject_T003355_at_age_150_days_2.fastq.gz
SRR4408240	WGS of infant gut metagenome: Estonian subject T003355 at age 456 days	Illumina HiSeq 2500	31041	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408240/SRR4408240.sra	SRR4408240.sra	SRR4408240_WGS_of_infant_gut_metagenome_Estonian_subject_T003355_at_age_456_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/000/SRR4408240/SRR4408240_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/000/SRR4408240/SRR4408240_1.fastq.gz	SRR4408240_1.fastq.gz	SRR4408240_WGS_of_infant_gut_metagenome_Estonian_subject_T003355_at_age_456_days_1.fastq.gz
SRR4408240	WGS of infant gut metagenome: Estonian subject T003355 at age 456 days	Illumina HiSeq 2500	31041	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408240/SRR4408240.sra	SRR4408240.sra	SRR4408240_WGS_of_infant_gut_metagenome_Estonian_subject_T003355_at_age_456_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/000/SRR4408240/SRR4408240_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/000/SRR4408240/SRR4408240_2.fastq.gz	SRR4408240_2.fastq.gz	SRR4408240_WGS_of_infant_gut_metagenome_Estonian_subject_T003355_at_age_456_days_2.fastq.gz
SRR4408192	WGS of infant gut metagenome: Estonian subject T002534 at age 204 days	Illumina HiSeq 2500	15557	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408192/SRR4408192.sra	SRR4408192.sra	SRR4408192_WGS_of_infant_gut_metagenome_Estonian_subject_T002534_at_age_204_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/002/SRR4408192/SRR4408192_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/002/SRR4408192/SRR4408192_1.fastq.gz	SRR4408192_1.fastq.gz	SRR4408192_WGS_of_infant_gut_metagenome_Estonian_subject_T002534_at_age_204_days_1.fastq.gz
SRR4408192	WGS of infant gut metagenome: Estonian subject T002534 at age 204 days	Illumina HiSeq 2500	15557	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408192/SRR4408192.sra	SRR4408192.sra	SRR4408192_WGS_of_infant_gut_metagenome_Estonian_subject_T002534_at_age_204_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/002/SRR4408192/SRR4408192_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/002/SRR4408192/SRR4408192_2.fastq.gz	SRR4408192_2.fastq.gz	SRR4408192_WGS_of_infant_gut_metagenome_Estonian_subject_T002534_at_age_204_days_2.fastq.gz
SRR4408097	WGS of infant gut metagenome: Estonian subject T000094 at age 216 days	Illumina HiSeq 2500	33065	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408097/SRR4408097.sra	SRR4408097.sra	SRR4408097_WGS_of_infant_gut_metagenome_Estonian_subject_T000094_at_age_216_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/007/SRR4408097/SRR4408097_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/007/SRR4408097/SRR4408097_1.fastq.gz	SRR4408097_1.fastq.gz	SRR4408097_WGS_of_infant_gut_metagenome_Estonian_subject_T000094_at_age_216_days_1.fastq.gz
SRR4408097	WGS of infant gut metagenome: Estonian subject T000094 at age 216 days	Illumina HiSeq 2500	33065	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408097/SRR4408097.sra	SRR4408097.sra	SRR4408097_WGS_of_infant_gut_metagenome_Estonian_subject_T000094_at_age_216_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/007/SRR4408097/SRR4408097_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/007/SRR4408097/SRR4408097_2.fastq.gz	SRR4408097_2.fastq.gz	SRR4408097_WGS_of_infant_gut_metagenome_Estonian_subject_T000094_at_age_216_days_2.fastq.gz
SRR4408208	WGS of infant gut metagenome: Estonian subject T005507 at age 326 days	Illumina HiSeq 2500	34388	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408208/SRR4408208.sra	SRR4408208.sra	SRR4408208_WGS_of_infant_gut_metagenome_Estonian_subject_T005507_at_age_326_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4408208/SRR4408208_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/008/SRR4408208/SRR4408208_1.fastq.gz	SRR4408208_1.fastq.gz	SRR4408208_WGS_of_infant_gut_metagenome_Estonian_subject_T005507_at_age_326_days_1.fastq.gz
SRR4408208	WGS of infant gut metagenome: Estonian subject T005507 at age 326 days	Illumina HiSeq 2500	34388	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408208/SRR4408208.sra	SRR4408208.sra	SRR4408208_WGS_of_infant_gut_metagenome_Estonian_subject_T005507_at_age_326_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4408208/SRR4408208_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/008/SRR4408208/SRR4408208_2.fastq.gz	SRR4408208_2.fastq.gz	SRR4408208_WGS_of_infant_gut_metagenome_Estonian_subject_T005507_at_age_326_days_2.fastq.gz
SRR4305445	WGS of infant gut metagenome: Estonian subject T005507 at age 801 days	Illumina HiSeq 2500	33786	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305445/SRR4305445.sra	SRR4305445.sra	SRR4305445_WGS_of_infant_gut_metagenome_Estonian_subject_T005507_at_age_801_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/005/SRR4305445/SRR4305445_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/005/SRR4305445/SRR4305445_1.fastq.gz	SRR4305445_1.fastq.gz	SRR4305445_WGS_of_infant_gut_metagenome_Estonian_subject_T005507_at_age_801_days_1.fastq.gz
SRR4305445	WGS of infant gut metagenome: Estonian subject T005507 at age 801 days	Illumina HiSeq 2500	33786	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305445/SRR4305445.sra	SRR4305445.sra	SRR4305445_WGS_of_infant_gut_metagenome_Estonian_subject_T005507_at_age_801_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/005/SRR4305445/SRR4305445_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/005/SRR4305445/SRR4305445_2.fastq.gz	SRR4305445_2.fastq.gz	SRR4305445_WGS_of_infant_gut_metagenome_Estonian_subject_T005507_at_age_801_days_2.fastq.gz
SRR4408060	WGS of infant gut metagenome: Estonian subject T002534 at age 399 days	Illumina HiSeq 2500	32889	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408060/SRR4408060.sra	SRR4408060.sra	SRR4408060_WGS_of_infant_gut_metagenome_Estonian_subject_T002534_at_age_399_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/000/SRR4408060/SRR4408060_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/000/SRR4408060/SRR4408060_1.fastq.gz	SRR4408060_1.fastq.gz	SRR4408060_WGS_of_infant_gut_metagenome_Estonian_subject_T002534_at_age_399_days_1.fastq.gz
SRR4408060	WGS of infant gut metagenome: Estonian subject T002534 at age 399 days	Illumina HiSeq 2500	32889	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408060/SRR4408060.sra	SRR4408060.sra	SRR4408060_WGS_of_infant_gut_metagenome_Estonian_subject_T002534_at_age_399_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/000/SRR4408060/SRR4408060_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/000/SRR4408060/SRR4408060_2.fastq.gz	SRR4408060_2.fastq.gz	SRR4408060_WGS_of_infant_gut_metagenome_Estonian_subject_T002534_at_age_399_days_2.fastq.gz
