ID,designation_header,strain_number_header,is_type_strain_header,species,domain,phylum,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID
21,CWBI-B418,"DSM 18889, LMG 23690",1,Acetobacter senegalensis,Bacteria,Pseudomonadota,obligate aerobe,GCA_001580995,446692
14,9H-2,"DSM 15548, IFO 16604, JCM 11197, NBRC 16604, NRIC 0483, CIP 107378",1,Acetobacter syzygii,Bacteria,Pseudomonadota,obligate aerobe,GCA_000964225,146476
,,,,,,,,GCA_007989285,146476
5409,"Z-4391, Z-S11",DSM 8239,1,Acetobacterium bakii,Bacteria,Bacillota,anaerobe,GCA_001263355,52689
,,,,,,,,GCA_008086625,52689
5410,MC,DSM 11527,0,Acetobacterium dehalogenans,Bacteria,Bacillota,anaerobe,GCA_000472665,1068975
5407,"Z-4092, Z-B12",DSM 8237,1,Acetobacterium paludosum,Bacteria,Bacillota,anaerobe,GCA_008086595,52693
5401,C,"DSM 1911, ATCC 43740, JCM 2380",1,Acetobacterium wieringae,Bacteria,Bacillota,anaerobe,GCA_001766835,52694
5402,,"DSM 1030, ATCC 29683, JCM 2381, WB 1",1,Acetobacterium woodii,Bacteria,Bacillota,anaerobe,GCA_000247605,931626
,,,,,,,facultative anaerobe,,
5978,Z-7288,"DSM 5501, ATCC 49924",1,Acetohalobium arabaticum,Bacteria,Bacillota,anaerobe,GCA_000144695,574087
17777,NGA,"DSM 13181, ATCC BAA-54, JCM 12221",1,Acetomicrobium mobile,Bacteria,Synergistota,anaerobe,GCA_000266925,891968
,,,,,,,obligate anaerobe,,
17778,RWcit2,"DSM 13490, ACM 5076",1,Acetomicrobium thermoterrenum,Bacteria,Synergistota,anaerobe,GCA_900107215,1120987
,,,,,,,obligate anaerobe,,
17111,APO-1,"DSM 6540, ATCC 51454",1,Acetonema longum,Bacteria,Bacillota,anaerobe,GCA_000219125,1009370
159212,N93,"DSM 106692, NCTC 14351, ATCC TSD-139",1,Acholeplasma equirhinis,Bacteria,Mycoplasmatota,facultative anaerobe,GCA_017052655,555393
,,,,,,,obligate aerobe,,
156528,"LiPuma AU4014, Vandamme R-31134","CCUG 62438, LMG 26852, CIP 110713, DSM 115985",1,Achromobacter aegrifaciens,Bacteria,Pseudomonadota,aerobe,GCA_902859735,1287736
156530,,"CCUG 62440, LMG 26854",0,Achromobacter aegrifaciens,Bacteria,Pseudomonadota,aerobe,GCA_902859965,1287736
,,,,,,,obligate aerobe,,
140509,,"LMG 3411, CCUG 62454",1,Achromobacter agilis,Bacteria,Pseudomonadota,aerobe,GCA_900496965,1353888
,,,,,,,obligate aerobe,,
133323,AVA-1,"LMG 29108, NBRC 111463, PCU 352, TISTR 2383",1,Achromobacter aloeverae,Bacteria,Pseudomonadota,aerobe,GCA_004121055,1750518
,,,,,,,obligate aerobe,,
130142,"AU15230, AU 15230, R-46662","DSM 29601, CCUG 61966, LMG 26690, CIP 110841",1,Achromobacter animicus,Bacteria,Pseudomonadota,aerobe,GCA_902859585,1389935
,,,,,,,obligate aerobe,,
156477,,"CCUG 61965, LMG 26689",0,Achromobacter animicus,Bacteria,Pseudomonadota,aerobe,GCA_902860025,1389935
,,,,,,,obligate aerobe,,
156478,,"CCUG 61967, LMG 26691",0,Achromobacter animicus,Bacteria,Pseudomonadota,aerobe,GCA_902860125,1389935
156534,"Vandamme R-47433, LiPuma AU11412","CCUG 62444, LMG 26857, CIP 110712",1,Achromobacter anxifer,Bacteria,Pseudomonadota,aerobe,GCA_903652925,1287737
,,,,,,,obligate aerobe,,
156535,,"CCUG 62445, LMG 26858",0,Achromobacter anxifer,Bacteria,Pseudomonadota,aerobe,GCA_902860145,1287737
,,,,,,,obligate aerobe,,
140506,,"LMG 3458, CCUG 62433",1,Achromobacter deleyi,Bacteria,Pseudomonadota,aerobe,GCA_902859705,1353891
318,"12, 55B","DSM 30026, ATCC 15173, NCTC 8582, CCUG 407, LMG 1231, CIP 77.15, JCM 5490, LMG 3510, CECT 449, BCRC 12838, BCRC 14342, CCM 3427, CGMCC 1.1800, IAM 12370, IFO 15125, JCM 9657, NBRC 15125, NCIMB 11961, VTT E-991293, NCIB 11961",1,Achromobacter denitrificans,Bacteria,Pseudomonadota,aerobe,GCA_001571365,1255278
,,,,,,,obligate aerobe,GCA_900444675,32002
,,,,,,,,GCA_902859715,32002
136807,Aulb.court,"CIP 60.83, CCUG 61949, LMG 1860, JCM 20672, IAM 12595",0,Achromobacter denitrificans,Bacteria,Pseudomonadota,aerobe,GCA_902859985,32002
,,,,,,,obligate aerobe,,
134918,"Vandamme R-47430, LiPuma AU4012, AU4012, R-47430","CIP 110711, LMG 26840, CCUG 62421, DSM 115983",1,Achromobacter dolens,Bacteria,Pseudomonadota,aerobe,GCA_902859745,1287738
,,,,,,,obligate aerobe,,
156522,,"CCUG 62422, LMG 26841",0,Achromobacter dolens,Bacteria,Pseudomonadota,aerobe,GCA_902860115,1287738
,,,,,,,obligate aerobe,,
156523,,"CCUG 62423, LMG 26842",0,Achromobacter dolens,Bacteria,Pseudomonadota,aerobe,GCA_902859975,1287738
,,,,,,,obligate aerobe,,
322,,"DSM 23807, CCUG 47057, LMG 6003, CIP 108202, API 201-3-84, Gilardi 3038",1,Achromobacter insolitus,Bacteria,Pseudomonadota,aerobe,GCA_001971645,217204
,,,,,,,obligate aerobe,GCA_002209555,217204
,,,,,,,,GCA_902859615,217204
152561,,"CCUG 47056, LMG 5997",0,Achromobacter insolitus,Bacteria,Pseudomonadota,aerobe,GCA_902860175,217204
152562,,"CCUG 47058, LMG 6000",0,Achromobacter insolitus,Bacteria,Pseudomonadota,aerobe,GCA_902860165,217204
152564,,"CCUG 47060, LMG 6001",0,Achromobacter insolitus,Bacteria,Pseudomonadota,aerobe,GCA_902860205,217204
,,,,,,,obligate aerobe,,
136698,"LiPuma AU15210, Vandamme R-47438","CIP 110710, LMG 26845, CCUG 62426, DSM 115984",1,Achromobacter insuavis,Bacteria,Pseudomonadota,aerobe,GCA_902859645,1287735
,,,,,,,obligate aerobe,,
156525,,"CCUG 62427, LMG 26846",0,Achromobacter insuavis,Bacteria,Pseudomonadota,aerobe,GCA_902860075,1287735
,,,,,,,obligate aerobe,,
140507,,"CCUG 62449, LMG 3441",1,Achromobacter kerstersii,Bacteria,Pseudomonadota,aerobe,GCA_902859595,1353890
140854,B2,"CCUG 56371, CCM 7608, CECT 7342, LMG 26219, CIP 110817",1,Achromobacter marplatensis,Bacteria,Pseudomonadota,aerobe,GCA_003315095,470868
,,,,,,,obligate aerobe,GCA_902859635,470868
130143,"AU 13054, R-46658","DSM 29602, LMG 26685, CCUG 61961, CIP 110844",1,Achromobacter mucicolens,Bacteria,Pseudomonadota,aerobe,GCA_902859725,1389922
,,,,,,,obligate aerobe,,
136829,,"CIP 60.81, ATCC 13138, JCM 20671, IAM 12594, LMG 3415, JCM 9658",0,Achromobacter mucicolens,Bacteria,Pseudomonadota,aerobe,GCA_902859995,1389922
,,,,,,,obligate aerobe,,
156473,,"CCUG 61960, LMG 26684",0,Achromobacter mucicolens,Bacteria,Pseudomonadota,aerobe,GCA_902860005,1389922
,,,,,,,obligate aerobe,,
156474,,"CCUG 61962, LMG 26686",0,Achromobacter mucicolens,Bacteria,Pseudomonadota,aerobe,GCA_902860105,1389922
,,,,,,,obligate aerobe,,
140508,,"LMG 3431, CCUG 61959, ATCC 15445",1,Achromobacter pestifer,Bacteria,Pseudomonadota,aerobe,GCA_902859625,1353889
,,,,,,,obligate aerobe,,
320,366-5,"DSM 10342, ATCC 43552, CIP 60.75, IAM 12591, LMG 1873, JCM 20668, CGMCC 1.10399, NBRC 102461, NCTC 11970, CCUG 724, NBIMCC 557, Hugh 366-5",1,Achromobacter piechaudii,Bacteria,Pseudomonadota,aerobe,GCA_001571245,1216977
,,,,,,,obligate aerobe,GCA_902859685,72556
156467,,"CCUG 61953, LMG 6103",0,Achromobacter piechaudii,Bacteria,Pseudomonadota,aerobe,GCA_902860185,72556
130144,"E38/27-S, R-16442","DSM 29617, CCUG 61972, LMG 26696, CIP 110842",1,Achromobacter pulmonis,Bacteria,Pseudomonadota,aerobe,GCA_902859765,1389932
,,,,,,,obligate aerobe,,
156481,,"CCUG 61971, LMG 26788",0,Achromobacter pulmonis,Bacteria,Pseudomonadota,aerobe,GCA_902860065,1389932
,,,,,,,obligate aerobe,,
309,,"DSM 653, ATCC 15749, CCUG 38886, LMG 1866, JCM 20676, CGMCC 1.10394, CIP 77.26, IAM 12600, IAM 12693, IAM 12694, JCM 20751, JCM 20752, NCIMB 11475, VKM B-1333, CCM 7494",1,Achromobacter ruhlandii,Bacteria,Pseudomonadota,obligate aerobe,GCA_902859695,72557
156468,,"CCUG 61954, LMG 1864, JCM 20746, CDC B7076, GIFU 956, IAM 12687",0,Achromobacter ruhlandii,Bacteria,Pseudomonadota,aerobe,GCA_902860035,72557
,,,,,,,obligate aerobe,,
156469,,"CCUG 61955, LMG 3328, CIP 21.75",0,Achromobacter ruhlandii,Bacteria,Pseudomonadota,aerobe,GCA_902860085,72557
,,,,,,,obligate aerobe,,
323,,"CIP 108199, DSM 23806, CCUG 47062, LMG 5911, API 198-2-84",1,Achromobacter spanius,Bacteria,Pseudomonadota,aerobe,GCA_002812705,217203
,,,,,,,obligate aerobe,GCA_902859605,217203
168915,,"LMG 30378, CCUG 71558",1,Achromobacter veterisilvae,Bacteria,Pseudomonadota,anaerobe,GCA_900496975,2069367
136825,,"CIP 71.33, JCM 9660, ATCC 27062, IAM 12685, LMG 3429, NCTC 10808",0,Achromobacter xylosoxidans,Bacteria,Pseudomonadota,aerobe,GCA_900475575,85698
,,,,,,,obligate aerobe,,
297,KM543,"DSM 2402, ATCC 27061, DSM 10346, NRRL 84082, CCUG 56438, CIP 71.32, NCTC 10807, LMG 1863, CCM 2741, IFO 15126, NCIMB 12033, JCM 9659, CCUG 12689, CECT 467, CECT 927, IAM 12684, NBRC 15126, NRRL B-4082, NCIB 12033",1,Achromobacter xylosoxidans subsp. xylosoxidans,Bacteria,Pseudomonadota,aerobe,GCA_000508285,1216976
,,,,,,,obligate aerobe,GCA_001457475,85698
,,,,,,,,GCA_001598595,1216976
17960,,"DSM 2784, Glu 65, CIP 106102",1,Acidaminobacter hydrogenoformans,Bacteria,Bacillota,anaerobe,GCA_900103005,1120920
98,VR4,"CCUG 9996, CIP 106432, DSM 20731, ATCC 25085",1,Acidaminococcus fermentans,Bacteria,Bacillota,anaerobe,GCA_000025305,591001
,,,,,,,,GCA_020735645,591001
99,,"DSM 21505, CCUG 50930, CIP 108586, KCTC 15229, ADV 255.99, AIP 283.01",1,Acidaminococcus intestini,Bacteria,Bacillota,anaerobe,GCA_000425045,1120921
,,,,,,,obligate anaerobe,,
166226,G45-3,"CGMCC 1.16069, KCTC 62275",1,Acidibrevibacterium fodinaquatile,Bacteria,Pseudomonadota,obligate aerobe,GCA_003352165,1969806
133383,SK-11,"DSM 100508, NBRC 111227",1,Acidicapsa acidisoli,Bacteria,Acidobacteriota,aerobe,GCA_025685625,1615681
,,,,,,,obligate aerobe,,
159709,4GSKX,"CGMCC 1.15449, LMG 29213",1,Acidicapsa dinghuensis,Bacteria,Acidobacteriota,aerobe,GCA_025685685,2218256
,,,,,,,obligate aerobe,,
143,WH120,"DSM 25248, LMG 26244, NCCB 100371, VKM B-2677",1,Acidicapsa ligni,Bacteria,Acidobacteriota,aerobe,GCA_025685655,542300
,,,,,,,obligate aerobe,,
6149,V6,"DSM 14174, JCM 32253",1,Acidihalobacter aeolianus,Bacteria,Pseudomonadota,aerobe,GCA_001753165,2792603
24820,V8,"DSM 14175, JCM 32254",1,Acidihalobacter ferrooxydans,Bacteria,Pseudomonadota,aerobe,GCA_001975725,1765967
166169,MS2-2,"MCCC 1K02682, NBRC 112978",1,Acidimangrovimonas sediminis,Bacteria,Pseudomonadota,aerobe,GCA_002871005,2056283
,,,,,,,obligate aerobe,,
12633,"14X, 0179","DSM 4900, ATCC 25562, VPI 0399, CIP 103025, NCIMB 11858",1,Acidipropionibacterium acidipropionici,Bacteria,Actinomycetota,anaerobe,GCA_000427845,1111734
,,,,,,,facultative anaerobe,,
12634,4,"DSM 20272, ATCC 4875, NCDO 570, NCIB 8070, JCM 6432, IFO 12425, NBRC 12425, NCIMB 8070, VPI 10402, CIP 53.164",0,Acidipropionibacterium acidipropionici,Bacteria,Actinomycetota,facultative anaerobe,GCA_000310065,1171373
,,,,,,,obligate anaerobe,,
12651,29,"CCUG 48883, CIP 103028, NCIMB 8071, DSM 20535, ATCC 4868, NCDO 850, NCIB 8071",1,Acidipropionibacterium jensenii,Bacteria,Actinomycetota,anaerobe,GCA_000425285,1122997
,,,,,,,facultative anaerobe,,
12654,15,"DSM 20276, ATCC 4874, CCM 1865, CCUG 28149, HAMBI 247, JCM 6437, LMG 16455, NCDO 568, NCIB 5966, CGMCC 1.2228, CIP 103029, LMG 16731, NCIMB 5966, VPI 0412, VTT E-79095",1,Acidipropionibacterium thoenii,Bacteria,Actinomycetota,anaerobe,GCA_000423445,1122998
,,,,,,,microaerophile,,
,,,,,,,obligate aerobe,,
158421,JS278,"DSM 106790, VTT E-113202",1,Acidipropionibacterium virtanenii,Bacteria,Actinomycetota,aerobe,GCA_003325455,2057246
,,,,,,,anaerobe,,
,,,,,,,facultative anaerobe,,
67,HS-AP3,"DSM 16009, JCM 10600",1,Acidisphaera rubrifaciens,Bacteria,Pseudomonadota,aerobe,GCA_000964365,1231350
,,,,,,,obligate aerobe,,
160797,MG,"DSM 107098, JCM 33084",1,Acidithiobacillus ferrianus,Bacteria,Pseudomonadota,facultative anaerobe,GCA_010378095,2678518
130138,11Fe,"DSM 29468, ATCC 33020, JCM 18981",1,Acidithiobacillus ferridurans,Bacteria,Pseudomonadota,facultative anaerobe,GCA_003966655,1232575
,,,,,,,,GCA_018854555,1232575
132357,M20,"DSM 100412, JCM 30830",1,Acidithiobacillus ferriphilus,Bacteria,Pseudomonadota,facultative anaerobe,GCA_018854775,1689834
159192,CJ-2,"DSM 105150, KCTC 4683",1,Acidithiobacillus sulfuriphilus,Bacteria,Pseudomonadota,aerobe,GCA_003721225,1867749
,,,,,,,obligate aerobe,,
133033,PMMR2,"DSM 27394, LMG 28340",1,Acidobacterium ailaaui,Bacteria,Acidobacteriota,aerobe,GCA_000688455,1382359
2891,,"DSM 7227, ATCC 19860, ICMP 3183, ICPB PA117, NCPPB 1011, CCUG 15838, LMG 2117, CIP 106500, JCM 20985, CFBP 2425, IAM 13658",1,Acidovorax avenae,Bacteria,Pseudomonadota,obligate aerobe,GCA_000176855,643561
2903,R-24608,"DSM 19327, LMG 24103",1,Acidovorax caeni,Bacteria,Pseudomonadota,facultative aerobe,GCA_001298675,343013
,,,,,,,,GCA_900116825,343013
2902,,"DSM 17101, ATCC 33619, CFBP 2423, ICMP 2826, ICPB PC21, LMG 2364, NCPPB 961, NRRL B835, CCUG 21975, NRRL B-835, CIP 106435, LMG 5286",1,Acidovorax cattleyae,Bacteria,Pseudomonadota,obligate aerobe,GCA_900104515,80868
2888,,"DSM 649, ATCC 11228, CCUG 2113, LMG 6221, LMG 2193, CCM 4561, CIP 103302, NCIMB 9938",1,Acidovorax facilis,Bacteria,Pseudomonadota,obligate aerobe,GCA_023913775,12917
158808,KNDSW-TSA6,"MTCC 12652, KCTC 52819, VTCC B-910010",1,Acidovorax kalamii,Bacteria,Pseudomonadota,aerobe,GCA_002245625,2004485
2893,K2,"DSM 7481, ATCC 33996, CCUG 17394, ICMP 7733, LMG 5691, JCM 2397, CIP 106439, CFBP 4460, NCPPB 3698",1,Acidovorax konjaci,Bacteria,Pseudomonadota,obligate aerobe,GCA_900112675,32040
135927,,"CIP 106433, CCUG 15836, LMG 1806, NCPPB 1392, ATCC 19882, ICMP 3960, CFBP 2426",0,Acidovorax oryzae,Bacteria,Pseudomonadota,aerobe,GCA_000687165,1408420
,,,,,,,obligate aerobe,,
2905,N35,"DSM 23535, LMG 25767",1,Acidovorax radicis,Bacteria,Pseudomonadota,aerobe,GCA_000204195,999386
,,,,,,,obligate aerobe,,
2904,BL21,"DSM 25157, JCM 15909, KCTC 22399",1,Acidovorax soli,Bacteria,Pseudomonadota,aerobe,GCA_900107605,592050
2892,,"DSM 7270, ATCC 49665, CCUG 11779, LMG 7169, CIP 103457, CCM 4562",1,Acidovorax temperans,Bacteria,Pseudomonadota,obligate aerobe,GCA_006716905,80878
2899,,"DSM 16619, CFBP 4730, NCPPB 4283, CIP 107997",1,Acidovorax valerianellae,Bacteria,Pseudomonadota,obligate aerobe,GCA_900102625,187868
23868,NF 1078,"DSM 27981, CCUG 62584, LMG 26971",1,Acidovorax wautersii,Bacteria,Pseudomonadota,aerobe,GCA_900113035,1177982
8093,"2208, 81","DSM 30007, ATCC 19606, CIP 70.34, DSM 6974, JCM 6841, CCUG 19096, CGMCC 1.6769, IAM 12088, KCTC 2508, LMG 1041, LMG 10545, NBRC 109757, NCIMB 12457, NCTC 12156",1,Acinetobacter baumannii,Bacteria,Pseudomonadota,obligate aerobe,GCA_000162295,575584
,,,,,,,,GCA_000369385,575584
,,,,,,,,GCA_000614705,575584
,,,,,,,,GCA_000737145,575584
,,,,,,,,GCA_000931755,470
,,,,,,,,GCA_002811175,575584
,,,,,,,,GCA_009035845,470
,,,,,,,,GCA_009759685,470
,,,,,,,,GCA_014116795,470
,,,,,,,,GCA_014672755,470
8095,,"DSM 30011, ATCC 23220, NCIMB 8208, NRRL B-551, CIP 68.38, LMG 1049, NCDO 709",0,Acinetobacter baumannii,Bacteria,Pseudomonadota,obligate aerobe,GCA_001936675,470
,,,,,,,,GCA_022466815,470
132687,"Piéchaud 5377, Piéchaud strain Rochefort","DSM 105126, ATCC 17978, CIP 53.77, LMG 1025, NCDC KC755, Bouvet and Grimont 8",0,Acinetobacter baumannii,Bacteria,Pseudomonadota,aerobe,GCA_000015425,400667
,,,,,,,obligate aerobe,GCA_001077675,470
,,,,,,,,GCA_001593425,470
,,,,,,,,GCA_004794235,400667
,,,,,,,,GCA_004794275,400667
,,,,,,,,GCA_004797155,400667
,,,,,,,,GCA_011067065,470
,,,,,,,,GCA_013372085,400667
,,,,,,,,GCA_014672775,470
,,,,,,,,GCA_020912005,470
134783,,"CIP 110436, NIPH 528, CCM 7290, LMG 10541, RUH 134, CCUG 60612",0,Acinetobacter baumannii,Bacteria,Pseudomonadota,aerobe,GCA_000369285,1217636
,,,,,,,obligate aerobe,,
135661,,"CIP 70.10, ATCC 15151",0,Acinetobacter baumannii,Bacteria,Pseudomonadota,aerobe,GCA_001457535,470
,,,,,,,obligate aerobe,,
138562,7788,"CIP 70.32, ATCC 17961",0,Acinetobacter baumannii,Bacteria,Pseudomonadota,aerobe,GCA_015910475,470
,,,,,,,obligate aerobe,,
139048,,"CIP 70.22, ATCC 17945",0,Acinetobacter baumannii,Bacteria,Pseudomonadota,aerobe,GCA_001997285,470
,,,,,,,obligate aerobe,,
8126,B2,"DSM 14961, CIP 107474, CCUG 50765, CCM 7195",1,Acinetobacter baylyi,Bacteria,Pseudomonadota,aerobe,GCA_000368685,1120924
,,,,,,,facultative anaerobe,GCA_000621045,1120924
,,,,,,,obligate aerobe,,
8141,58a,"DSM 22901, CCM 7266, CCUG 51249, JCM 18990, NIPH 838, LUH 4759, CIP 110307, GTC 14628, LMG 25324, NBRC 112579",1,Acinetobacter beijerinckii,Bacteria,Pseudomonadota,aerobe,GCA_000369005,1217648
,,,,,,,obligate aerobe,GCA_000931715,262668
8145,69,"DSM 25435, ATCC 17924, CIP 70.12, LMG 1003, NIPH 521, CCUG 26493, ATCC 13702, NCIMB 9019",1,Acinetobacter bereziniae,Bacteria,Pseudomonadota,aerobe,GCA_000248295,981324
,,,,,,,facultative anaerobe,GCA_000368925,981324
,,,,,,,obligate aerobe,,
130455,,"DSM 100419, JCM 18977, KCTC 42081, LMG 28467, NCCP 644, CCUG 69707",0,Acinetobacter bohemicus,Bacteria,Pseudomonadota,aerobe,GCA_008802275,1435036
,,,,,,,obligate aerobe,GCA_900116265,1435036
8131,"4BO2, 4B02","CCUG 50766, DSM 14964, CIP 107468, JCM 18991, CCM 7196, GTC 3697, KCTC 12414, NBRC 112580",1,Acinetobacter bouvetii,Bacteria,Pseudomonadota,aerobe,GCA_000368865,1120925
,,,,,,,obligate aerobe,GCA_000373725,1120925
,,,,,,,,GCA_001485025,202951
,,,,,,,,GCA_018324105,202951
8140,5YN5-8,"DSM 18516, CIP 110357, KACC 11602, CCUG 61636, CIP 110501, ANC 4119",1,Acinetobacter brisouii,Bacteria,Pseudomonadota,aerobe,GCA_000488275,1341683
,,,,,,,obligate aerobe,GCA_000931655,1341683
8057,,"DSM 30006, ATCC 23055, CIP 81.08, CIP 81.8, LMD 22.16, CCUG 12804, LMG 1046, IFO 13718, Delft L360, JCM 6842, CECT 441, IAM 12087, KCTC 2357, LMG 10511, NBIMCC 3730, NBRC 13718, NCCB 22016, NCIMB 10694, NCTC 12983, VTT E-981117, LMD 98116",1,Acinetobacter calcoaceticus,Bacteria,Pseudomonadota,obligate aerobe,GCA_000248175,981331
,,,,,,,,GCA_000368965,981331
,,,,,,,,GCA_000931735,471
,,,,,,,,GCA_900444805,471
164592,WCHAc060005,"JCM 33509, CCTCC AB 2019139, GDMCC 1.1622",1,Acinetobacter chengduensis,Bacteria,Pseudomonadota,aerobe,GCA_003664645,2420890
,,,,,,,obligate aerobe,,
